gene,status,fr_status,yn_status,n_taxa,n_codons,yn_n_pairs,dN_hp_yn,dS_hp_yn,omega_hp_yn,dN_background_yn,dS_background_yn,omega_background_yn,yn_n_background_pairs,lnL_m0,np_m0,omega_m0,kappa_m0,tree_len_m0,tree_dN_m0,tree_dS_m0,dN_human_m0,dS_human_m0,omega_human_m0,dN_platypus_m0,dS_platypus_m0,omega_platypus_m0,dN_background_m0,dS_background_m0,omega_background_m0,n_branches_m0,lnL_m2,np_m2,tree_dN_m2,tree_dS_m2,omega_bg_m2,omega_plat_m2,dN_human_m2,dS_human_m2,omega_human_m2,dN_platypus_m2,dS_platypus_m2,omega_platypus_m2,dN_background_m2,dS_background_m2,omega_background_m2,n_branches_m2,lrt_m2_vs_m0,lrt_p_m2_vs_m0,m2_converged,dS_saturated
ENSG00000189306,ok,not_requested,ok,23,280,253.0,0.295,2.9322,0.1006,0.13008380952380952,0.7554519047619047,0.17880000000000001,210.0,-7734.60045,46,0.12701,2.46517,7.96586,1.1171,8.7953,0.0026,0.0208,0.127,0.017,0.1337,0.127,1.0974,8.6407,0.12700359924543148,44,-7734.60045,47.0,1.1171,8.7953,0.12701,11.94971,0.0026,0.0208,0.127,0.0,0.0,11.9497,1.1144,8.7743,0.12700728263223277,44.0,0.0,1.0,True,False
ENSG00000196639,ok,not_requested,ok,23,485,253.0,0.2438,1.8803,0.1297,0.10778428571428572,0.6952519047619048,0.1562,210.0,-12236.187922,46,0.18967,3.46925,6.973181,1.1696,6.1665,0.003,0.0157,0.1897,0.0302,0.1595,0.1897,1.1366,5.9916,0.18969891180986714,44,-12228.803208,47.0,1.1665,6.9212,0.19994,0.08422,0.0031,0.0153,0.1999,0.1582,1.878,0.0842,1.0054,5.028,0.19996022275258554,44.0,14.769427999999607,0.00012148926740861267,True,False
ENSG00000197217,ok,not_requested,ok,21,614,210.0,0.0695,0.7736,0.0899,0.044047953216374267,0.4764830409356725,0.0769,171.0,-11314.939817,42,0.08569,2.59544,4.212583,0.3593,4.1927,0.0008,0.0098,0.0857,0.0158,0.1844,0.0857,0.3426,3.9987,0.08567784529972242,40,-11314.064456,43.0,0.3593,4.2045,0.0876,0.0001,0.0009,0.0098,0.0876,0.0,0.1031,0.0001,0.3585,4.0915,0.0876206770133203,40.0,1.7507220000006782,0.1857859926541386,True,False
ENSG00000197448,ok,not_requested,ok,21,224,210.0,0.134,1.9232,0.0697,0.17766608187134503,0.7211690058479532,0.2692,171.0,-6754.732684,42,0.27848,1.93954,8.073302,1.6445,5.9053,0.0019,0.007,0.2785,0.0181,0.0648,0.2785,1.6245,5.8336,0.2784729840921558,40,-6748.598982,43.0,1.6434,6.1587,0.29378,0.0001,0.002,0.0068,0.2938,0.0001,0.5648,0.0001,1.6412,5.5874,0.29373232630561624,40.0,12.26740399999835,0.0004609390387637447,True,False
ENSG00000198363,timeout(3600s),not_requested,ok,24,751,276.0,0.3061,0.5727,0.5345,0.18087186147186146,0.47507445887445887,0.3685,231.0,-18174.42647,48,0.19702,2.10039,6.504437,1.0423,5.2905,0.0009,0.0044,0.197,0.0536,0.272,0.197,0.9878,5.014,0.1970083765456721,46,,,,,,,,,,,,,,,,,,,,
ENSG00000198570,ok,not_requested,ok,23,194,253.0,0.246,1.8048,0.1363,0.08336380952380952,1.4820514285714286,0.0572,210.0,-4510.645887,46,0.07062,4.03613,7.352581,0.786,11.1304,0.0029,0.0411,0.0706,0.0343,0.4856,0.0706,0.749,10.6036,0.07063638764193293,44,-4510.645887,47.0,0.786,11.1305,0.07062,22.06176,0.0029,0.0411,0.0706,0.0,0.0,22.0618,0.7833,11.0892,0.07063629477329293,44.0,0.0,1.0,True,False
ENSG00000198746,ok,not_requested,ok,24,512,276.0,0.1423,2.1519,0.0661,0.05782943722943723,0.4955229437229437,0.1225,231.0,-11498.234276,48,0.15885,3.38189,5.623326,0.7671,4.8291,0.0007,0.0044,0.1588,0.0357,0.2247,0.1588,0.7304,4.5999,0.15878606056653408,46,-11498.234277,49.0,0.7671,4.8291,0.15885,1.56931,0.0007,0.0044,0.1588,0.0,0.0,1.5693,0.7661,4.8246,0.15879036604070804,46.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000198774,ok,not_requested,ok,24,432,276.0,0.1444,0.9799,0.1474,0.0734034632034632,0.44724891774891773,0.1803,231.0,-9474.321341,48,0.15597,2.47762,5.116126,0.7118,4.564,0.0,0.0,0.156,0.0262,0.1678,0.156,0.6856,4.3961,0.1559564159141057,46,-9473.683244,49.0,0.7115,4.6101,0.15913,0.1261,0.0,0.0,0.1591,0.0846,0.6705,0.1261,0.6272,3.9395,0.15920802132250286,46.0,1.2761940000018512,0.25860789777761156,True,False
ENSG00000198894,ok,not_requested,ok,24,373,276.0,0.277,0.9345,0.2965,0.07475194805194806,0.5383463203463204,0.1373,231.0,-9264.203473,48,0.16984,3.52592,6.581522,0.9137,5.3797,0.0004,0.0022,0.1698,0.0266,0.1567,0.1698,0.8867,5.2209,0.16983661820758872,46,-9262.909651,49.0,0.9157,5.3096,0.16548,21.90797,0.0004,0.0022,0.1655,0.0373,0.0017,21.908,0.8783,5.3057,0.16553894867783706,46.0,2.5876439999992726,0.10770043108449348,True,False
ENSG00000198948,ok,not_requested,ok,23,406,253.0,0.1341,2.4262,0.0553,0.07265857142857143,0.8295714285714285,0.1106,210.0,-9141.166757,46,0.12706,2.63066,5.646963,0.6833,5.3781,0.0007,0.0052,0.1271,0.0127,0.0999,0.1271,0.6702,5.2729,0.12710273284151036,44,-9141.166757,47.0,0.6833,5.3781,0.12706,1.35849,0.0007,0.0052,0.1271,0.0,0.0,1.3585,0.6829,5.3728,0.12710318642048837,44.0,0.0,1.0,True,False
ENSG00000204311,ok,not_requested,ok,24,344,276.0,0.0813,0.8332,0.0976,0.034435930735930737,0.3723125541125541,0.06,231.0,-6083.891918,48,0.10163,2.19194,3.675764,0.3806,3.7445,0.0,0.0,0.1016,0.0262,0.2582,0.1016,0.354,3.4864,0.101537402478201,46,-6083.621479,49.0,0.3809,3.7363,0.09973,8.68749,0.0,0.0,0.0997,0.0084,0.001,8.6875,0.3725,3.735,0.0997322623828648,46.0,0.5408779999997932,0.4620690824262188,True,False
ENSG00000204767,ok,not_requested,ok,24,533,276.0,0.2924,0.8983,0.3255,0.1167926406926407,0.4029155844155844,0.2957,231.0,-13290.594226,48,0.29775,3.15134,5.714816,1.1348,3.8114,0.0021,0.0069,0.2977,0.0531,0.1783,0.2977,1.0798,3.6262,0.29777728751861454,46,-13289.773048,49.0,1.1367,3.7777,0.2928,16.19437,0.002,0.007,0.2928,0.0312,0.0019,16.1944,1.1033,3.7686,0.2927612375948628,46.0,1.6423560000002908,0.20000252182748177,True,False
ENSG00000204859,ok,not_requested,ok,23,686,253.0,0.1042,1.4786,0.0705,0.050833809523809524,0.6346185714285715,0.0668,210.0,-13810.59265,46,0.09689,3.24554,4.797652,0.5399,5.5726,0.0008,0.0087,0.0969,0.0261,0.2697,0.0969,0.513,5.2942,0.0968984926901137,44,-13810.304975,47.0,0.5398,5.6028,0.09773,0.0001,0.0008,0.0087,0.0977,0.0,0.0798,0.0001,0.5391,5.5143,0.09776399543006364,44.0,0.5753500000027998,0.44814076641265244,True,False
ENSG00000204923,ok,not_requested,ok,22,155,231.0,0.2536,0.8767,0.2893,0.09327105263157895,0.4196957894736842,0.21475,190.0,-3462.101968,44,0.26087,2.43681,4.968688,0.9714,3.7238,0.0013,0.0049,0.2609,0.0576,0.2206,0.2609,0.9129,3.4982,0.2609627808587273,42,-3458.843185,45.0,0.9658,3.9801,0.28064,0.05441,0.0013,0.0047,0.2806,0.0364,0.6685,0.0544,0.928,3.3069,0.2806253590976443,42.0,6.517565999999533,0.010681409014859485,True,False
ENSG00000205177,ok,not_requested,ok,21,186,210.0,0.2068,1.7317,0.1194,0.08290409356725147,0.49094619883040935,0.1434,171.0,-3914.749887,42,0.1223,3.25355,6.174284,0.802,6.5579,0.0017,0.0139,0.1223,0.0311,0.2539,0.1223,0.7694,6.2899,0.12232308939728771,40,-3911.568698,43.0,0.795,7.0993,0.12774,0.0001,0.0017,0.0137,0.1277,0.0001,0.8763,0.0001,0.7932,6.2093,0.12774386806886445,40.0,6.362377999999808,0.01165652150908851,True,False
ENSG00000205730,ok,not_requested,ok,22,532,231.0,0.1913,1.3675,0.1399,0.06687473684210526,0.5741515789473685,0.1073,190.0,-11584.218455,44,0.11463,3.83622,5.942486,0.6689,5.8357,0.0002,0.0019,0.1146,0.0259,0.2261,0.1146,0.6428,5.6077,0.11462810064732422,42,-11584.218455,45.0,0.6689,5.8357,0.11463,7.14041,0.0002,0.0019,0.1146,0.0,0.0,7.1404,0.6687,5.8338,0.1146251157050293,42.0,0.0,1.0,True,False
ENSG00000213024,ok,not_requested,ok,20,509,190.0,0.1813,1.1039,0.1642,0.08373921568627452,0.638078431372549,0.1291,153.0,-11976.171797,40,0.14417,3.62131,6.498479,0.8515,5.906,0.0046,0.0321,0.1442,0.0505,0.3503,0.1442,0.7965,5.5235,0.14420204580429075,38,-11968.410242,41.0,0.8438,6.4,0.1509,0.0001,0.0048,0.0317,0.1509,0.0001,0.809,0.0001,0.8389,5.5597,0.1508894364803856,38.0,15.523110000001907,8.150273231374901e-05,True,False
ENSG00000213563,ok,not_requested,ok,21,216,210.0,0.1188,1.7283,0.0687,0.13054269005847954,0.8163163742690058,0.12535000000000002,171.0,-4912.041252,42,0.11483,3.78165,7.378085,0.995,8.6656,0.001,0.0085,0.1148,0.0128,0.1111,0.1148,0.9811,8.5458,0.11480493341758524,40,-4909.134665,43.0,0.9998,9.3551,0.1195,0.0001,0.001,0.0084,0.1195,0.0001,0.9892,0.0001,0.9987,8.3577,0.11949459779604438,40.0,5.813174000000799,0.015906559991235553,True,False
ENSG00000215906,ok,not_requested,ok,23,579,253.0,0.1569,1.8948,0.0828,0.05844714285714286,0.9131861904761904,0.06205,210.0,-12821.035688,46,0.09837,3.30846,6.712506,0.7817,7.9464,0.0018,0.0188,0.0984,0.0215,0.2185,0.0984,0.7582,7.709,0.09835257491244001,44,-12821.035689,47.0,0.7817,7.9464,0.09837,19.22039,0.0018,0.0188,0.0984,0.0,0.0,19.2204,0.7797000000000001,7.9276,0.09835259094808013,44.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000217930,ok,not_requested,ok,14,125,91.0,0.0427,1.3487,0.0316,0.07828787878787878,0.543390909090909,0.0802,66.0,-2135.060351,28,0.12839,2.85093,4.078336,0.5221,4.0661,0.0,0.0,0.1284,0.0481,0.3747,0.1284,0.4739,3.6914,0.12837947662133609,26,-2124.63073,29.0,0.5224,4.3328,0.15437,0.02319,0.0,0.0,0.1544,0.0259,1.1161,0.0232,0.4965,3.2168,0.15434593384730166,26.0,20.85924200000045,4.9430141021708445e-06,True,False
ENSG00000223802,ok,not_requested,ok,20,341,190.0,0.0558,1.2007,0.0465,0.04611568627450981,1.2614816993464053,0.033,153.0,-6066.402883,40,0.07112,3.65032,5.715378,0.565,7.9448,0.0,0.0,0.0711,0.0,0.0,0.0711,0.5648,7.944599999999999,0.07109231427636382,38,-6066.06018,41.0,0.5643,7.925,0.0697,25.37253,0.0,0.0,0.0697,0.012,0.0005,25.3725,0.5524,7.9247000000000005,0.06970610874859616,38.0,0.685405999998693,0.4077313798857335,True,False
ENSG00000235118,ok,not_requested,ok,18,181,153.0,0.1663,0.9401,0.177,0.09500666666666667,0.27848083333333334,0.3261,120.0,-3031.06704,36,0.306,3.28869,3.352865,0.682,2.2286,0.0045,0.0147,0.306,0.0649,0.212,0.306,0.6128,2.0018,0.3061244879608353,34,-3021.235758,37.0,0.6754,2.4507,0.36437,0.0001,0.0049,0.0135,0.3644,0.0001,0.5973,0.0001,0.6705,1.8399,0.36442197945540517,34.0,19.662564000000202,9.239380157477605e-06,True,False
ENSG00000248098,ok,not_requested,ok,23,442,253.0,0.051,3.7765,0.0135,0.031368571428571426,1.0643819047619048,0.0272,210.0,-10037.235562,46,0.06853,2.94864,6.112593,0.6014,8.776,0.0015,0.0224,0.0685,0.0141,0.2061,0.0685,0.5859,8.5474,0.06854716054004727,44,-10037.235563,47.0,0.6014,8.776,0.06853,1.28787,0.0015,0.0224,0.0685,0.0,0.0,1.2879,0.6,8.7537,0.0685424449090099,44.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000248487,ok,not_requested,ok,18,246,153.0,0.2929,0.9179,0.3191,0.12570083333333334,0.5309375,0.1953,120.0,-5591.370809,36,0.21887,3.4034,7.655402,1.2698,5.8016,0.0019,0.0085,0.2189,0.0484,0.2211,0.2189,1.2196,5.5719,0.2188840431450672,34,-5591.370809,37.0,1.2698,5.8016,0.21887,0.61634,0.0019,0.0085,0.2189,0.0,0.0,0.6163,1.268,5.7931,0.21888108266731113,34.0,0.0,1.0,True,False
ENSG00000255072,ok,not_requested,ok,10,69,45.0,0.2767,1.8706,0.1479,0.10512142857142857,0.8351857142857143,0.18135,28.0,-1007.18187,20,0.16171,2.94186,5.059192,0.6752,4.1751,0.0,0.0,0.1617,0.0593,0.3665,0.1617,0.6157,3.8084,0.16166894233798973,18,-1001.295371,21.0,0.6718,40.9057,0.21354,0.0001,0.0,0.0,0.2135,0.0038,37.7773,0.0001,0.6681,3.1285,0.2135528208406585,18.0,11.772997999999916,0.0006009611089168395,True,False
ENSG00000256061,ok,not_requested,ok,24,419,276.0,0.1752,0.9835,0.1782,0.09834718614718614,0.48553722943722943,0.1919,231.0,-10195.114038,48,0.20356,2.10872,5.74518,0.9873,4.85,0.0017,0.0081,0.2036,0.0635,0.3122,0.2036,0.9221,4.5297,0.20356756518091706,46,-10195.114039,49.0,0.9873,4.85,0.20356,1.28817,0.0017,0.0081,0.2036,0.0,0.0,1.2882,0.9857,4.8418,0.2035813127349333,46.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000262919,ok,not_requested,ok,22,248,231.0,0.0685,1.3346,0.0513,0.06583684210526315,0.8691015789473684,0.0489,190.0,-5950.144983,44,0.13606,2.57922,6.950012,0.9584,7.0439,0.0011,0.0084,0.1361,0.0489,0.3595,0.1361,0.9084,6.6762,0.13606542644019054,42,-5938.599451,45.0,0.9508,7.3294,0.1511,0.04564,0.0012,0.0081,0.1511,0.0678,1.486,0.0456,0.8815000000000001,5.8352,0.15106594461200987,42.0,23.091064000000188,1.5450710450269004e-06,True,False
ENSG00000293543,ok,not_requested,ok,6,185,15.0,0.2037,1.4272,0.1427,0.15646666666666667,1.6242166666666666,0.10880000000000001,6.0,-2226.714387,12,0.13355,3.10392,3.679604,0.487,3.6463,0.0213,0.1596,0.1336,0.0448,0.3353,0.1336,0.4208,3.1513,0.1335321930631803,10,-2226.714388,13.0,0.487,3.6463,0.13355,7.20886,0.0213,0.1596,0.1336,0.0,0.0,7.2089,0.4656,3.4867,0.1335360082599593,10.0,-1.99999976757681e-06,1.0,True,False
